English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Spanish Word
hilly	0	0	0	0	0	0	0	0	0	0	montañoso
hilt	0	0	0	0	0	0	0	0	0	0	empuñadura
hind	0	0	0	0	0	0	0	0	0	0	posterior
hindering	0	0	0	0	0	1	0	1	0	0	estorbador
extraneous	0	0	0	0	0	0	0	0	0	0	extraño
hinge	0	0	0	0	0	0	0	0	0	0	bisagra
tern	0	0	0	0	0	0	0	0	0	0	golondrina de mar
hinterland	0	0	0	0	0	0	0	0	0	0	retaguardia
hip	0	0	0	0	0	0	0	0	0	0	cadera
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	contratar
hirsute	0	0	0	0	0	0	0	0	0	0	hirsuto
stranger	0	0	0	1	0	1	0	0	0	0	extraño
weird	0	0	1	0	0	1	0	0	0	0	raro
histology	0	0	0	0	0	0	0	0	0	0	histología
historian	0	0	0	0	0	0	0	0	0	0	historiador
historic	0	0	0	0	0	0	0	0	0	0	histórico
historiography	0	0	0	0	0	0	0	0	0	0	historiografía
history	0	0	0	0	0	0	0	0	0	0	historia
gum	0	0	0	0	0	0	0	0	0	0	goma
hitherto	0	0	0	0	0	1	0	0	0	0	hasta ahora
hive	0	0	0	0	0	1	0	0	0	0	colmena
hoard	0	0	0	0	0	0	0	0	0	0	acumular
hoarse	0	0	0	0	0	1	0	0	0	0	ronco
hoary	0	0	0	0	0	1	0	1	0	0	canoso
buxom	0	0	0	0	0	0	1	0	0	0	pechugona
hob	0	0	0	0	0	0	0	0	0	0	quemador
plot	0	0	0	0	0	0	0	0	0	0	gráfico
farmer	0	0	0	0	0	0	0	0	0	0	granjero
hockey	0	0	0	0	0	0	0	0	0	0	hockey
hoe	0	0	0	0	0	0	0	0	0	0	azada
luxuriant	0	0	0	0	0	0	1	0	0	0	exuberante
hoist	0	0	0	0	0	0	0	0	0	0	izar
fat	0	0	1	0	0	1	0	1	0	0	grasa
holder	0	0	0	0	0	0	0	0	0	0	poseedor
holding	0	0	0	0	0	0	0	0	0	0	tenencia
hole	0	0	0	0	0	0	0	0	0	0	agujero
facilitate	0	0	0	0	0	0	1	0	0	0	facilitar
holiness	0	1	0	1	1	0	1	0	1	1	santidad
hollow	0	0	0	0	0	1	0	1	0	0	hueco
holocaust	1	0	1	1	0	1	0	1	0	0	holocausto
ease	0	0	0	0	0	0	1	0	0	0	facilidad
homage	0	0	0	0	0	0	1	0	0	0	homenaje
failure	0	0	1	1	0	1	0	1	0	0	fallo
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopático
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopatía
homesick	0	0	0	0	0	1	0	1	0	0	nostálgico
homestead	0	0	0	0	0	0	0	0	0	0	granja
flaw	0	0	0	0	0	1	0	1	0	0	defecto
homicidal	1	0	0	1	0	1	0	0	0	0	homicida
homicide	1	0	1	1	0	1	0	1	0	0	homicidio
homily	0	0	0	0	0	0	0	0	0	0	homilía
homogeneity	0	0	0	0	0	0	0	0	0	0	homogeneidad
homogeneous	0	0	0	0	0	0	0	0	0	0	homogéneo
homologous	0	0	0	0	0	0	0	0	0	0	homólogo
homologue	0	0	0	0	0	0	0	0	0	0	homólogo
homology	0	0	0	0	0	0	1	0	0	0	homología
hone	0	0	0	0	0	0	0	0	0	0	piedra de afilar
honest	1	0	1	1	1	0	1	1	0	1	honesto
honesty	0	0	0	0	0	0	1	0	0	1	honestidad
falsehood	1	0	0	0	0	1	0	0	0	1	mentira
honeycomb	0	0	0	0	0	0	0	0	0	0	panal
honeymoon	0	1	0	0	1	0	1	0	1	1	Luna de miel
honeysuckle	0	0	0	0	0	0	0	0	0	0	madreselva
honor	0	0	0	0	0	0	1	0	0	1	honor
honorable	0	0	0	0	0	0	1	0	0	1	honorable
honorarium	0	0	0	0	0	0	0	0	0	0	honorarios
hood	1	0	1	1	0	1	0	0	0	0	capucha
hooded	0	0	0	1	0	0	0	0	0	0	encapuchado
falsity	0	0	1	0	0	1	0	0	0	0	falsedad
hook	0	0	0	0	0	0	0	0	0	0	gancho
hooked	0	0	0	0	0	1	0	0	0	0	enganchado
falsification	1	0	0	0	0	1	0	0	0	0	falsificación
hoop	0	0	0	0	0	0	0	0	0	0	aro
hoot	1	0	1	0	0	1	0	0	0	0	ulular
handsome	0	0	0	0	0	0	0	0	0	0	guapo
wardrobe	0	0	0	0	0	0	0	0	0	0	guardarropa
hopeful	0	1	0	0	1	0	1	0	1	1	esperanzado
hopeless	0	0	0	1	0	1	0	1	0	0	desesperanzado
forgery	0	0	0	0	0	1	0	0	0	0	falsificación
hopes	0	0	0	0	0	0	0	0	0	0	esperanzas
hoping	0	0	0	0	0	0	0	0	0	0	esperando
hopper	0	0	0	0	0	0	0	0	0	0	tolva
horde	0	0	0	0	0	1	0	0	1	0	horda
horizon	0	1	0	0	0	0	1	0	0	0	horizonte
horizontal	0	0	0	0	0	0	0	0	0	0	horizontal
horizontally	0	0	0	0	0	0	0	0	0	0	horizontalmente
horn	0	0	0	0	0	0	0	0	0	0	bocina
hornet	0	0	0	0	0	0	0	0	0	0	avispón
horny	0	0	0	0	0	0	0	0	0	0	córneo
horoscope	0	1	0	0	0	0	0	0	0	0	horóscopo
falsify	0	0	1	0	0	1	0	0	0	0	falsificar
misrepresent	0	0	0	0	0	1	0	0	0	0	tergiversar
bogus	1	0	1	0	0	1	0	0	0	0	fraudulento 
horrific	1	0	1	1	0	1	0	1	0	0	horrendo
horrified	0	0	0	1	0	1	0	0	0	0	horrorizado
horrifying	0	0	1	1	0	1	0	1	0	0	horripilante
horror	1	0	1	1	0	1	0	1	1	0	horror
horrors	0	0	0	1	0	1	0	1	0	0	horrores
horse	0	0	0	0	0	0	0	0	0	1	caballo
horseman	0	0	0	0	0	0	0	0	0	0	jinete
horseshoe	0	0	0	0	0	0	0	0	0	0	herradura
horticultural	0	0	0	0	0	0	0	0	0	0	hortícola
horticulture	0	0	0	0	0	0	0	0	0	0	horticultura
hose	0	0	0	0	0	0	0	0	0	0	manguera
hosiery	0	0	0	0	0	0	0	0	0	0	calcetería
hospice	0	0	0	0	0	0	0	1	0	0	hospicio
hospital	0	0	0	1	0	0	0	1	0	1	hospital
hospitality	0	0	0	0	0	0	1	0	0	0	hospitalidad
hostage	1	0	0	1	0	1	0	0	0	0	rehén
endpapers	0	0	0	0	0	0	0	0	0	0	guardas
disingenuous	0	0	1	0	0	1	0	0	0	0	engañoso
hostilities	1	0	0	1	0	1	0	0	0	0	hostilidades
hostility	1	0	1	0	0	1	0	0	0	0	hostilidad
hot	1	0	0	0	0	0	0	0	0	0	caliente
hotbed	0	0	0	0	0	0	0	0	0	0	semillero
hotel	0	0	0	0	0	0	0	0	0	0	hotel
hour	0	0	0	0	0	0	0	0	0	0	hora
hourglass	0	0	0	0	0	0	0	0	0	0	reloj de arena
hourly	0	0	0	0	0	0	0	0	0	0	cada hora
house	0	0	0	0	0	0	0	0	0	0	casa
fake	0	0	0	0	0	1	0	0	0	0	falso
householder	0	0	0	0	0	0	0	0	0	0	cabeza de familia
housekeeper	0	0	0	0	0	0	0	0	0	0	ama de casa
housekeeping	0	0	0	0	0	0	1	0	0	0	limpieza interna
housewife	0	0	0	0	0	0	0	0	0	0	ama de casa
phony	1	0	1	0	0	1	0	0	0	0	fraudulento 
hovercraft	0	0	0	0	0	0	0	0	0	0	aerodeslizador
howl	1	0	1	1	0	1	0	1	1	0	aullido
howsoever	0	0	0	0	0	0	0	0	0	0	comoquiera que
guard	0	0	0	1	0	0	1	0	0	1	Guardia
untrue	0	0	0	0	0	1	0	0	0	0	falso
foul	1	0	1	1	0	1	0	0	0	0	asqueroso
hue	0	0	0	0	0	0	0	0	0	0	matiz
huff	1	0	1	0	0	1	0	0	0	0	Suspiro
lack	0	0	0	0	0	1	0	0	0	0	falta
huge	0	0	0	0	0	0	0	0	0	0	enorme
shortness	0	0	0	0	0	0	0	0	0	0	ahogo
hull	0	0	0	0	0	0	0	0	0	0	cáscara
hum	0	0	0	0	0	0	0	0	0	0	tararear
human	0	0	0	0	0	0	0	0	0	0	humano
humane	0	0	0	0	0	0	1	0	0	0	humano
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitario
humanities	0	0	0	0	0	0	0	0	0	0	humanidades
humanity	0	0	0	0	1	0	1	0	0	1	humanidad
familiar	0	0	0	0	0	0	1	0	0	1	familiar
guards	0	0	0	0	0	0	0	0	0	0	guardias
humbly	0	0	0	0	0	0	1	0	0	0	humildemente
humbug	1	0	1	0	0	1	0	1	0	0	farsante
humid	0	0	0	0	0	0	0	0	0	0	húmedo
humidity	0	0	0	0	0	0	0	0	0	0	humedad
humiliate	1	0	0	0	0	1	0	1	0	0	humillar
humiliating	0	0	1	0	0	1	0	0	0	0	humillante
household	0	0	0	0	0	0	1	0	0	0	hogar
humility	0	0	0	0	0	0	1	0	0	1	humildad
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	colibrí
wop	1	0	0	0	0	0	0	0	0	0	guau
humorist	0	0	0	0	0	0	1	0	0	0	humorista
humorous	0	0	0	0	1	0	1	0	0	0	humorístico
hump	0	0	0	0	0	0	0	0	0	0	joroba
hunch	0	0	0	0	0	1	0	0	0	0	corazonada
leads	0	0	0	0	0	0	0	0	0	0	Guías
hundredth	0	0	0	0	0	0	0	0	0	0	centésimo
hunger	0	0	0	0	0	0	0	0	0	0	hambre
hungry	0	1	0	0	0	1	0	0	0	0	hambriento
hunk	0	0	0	0	0	0	0	0	0	0	pedazo
enable	0	0	0	0	0	0	1	0	0	1	habilitar
hunt	0	0	0	0	0	0	0	0	0	0	caza
hunter	0	1	0	1	0	1	0	1	0	0	cazador
hunting	1	1	0	1	0	1	0	0	0	0	caza
hurl	0	0	0	0	0	0	0	0	0	0	lanzar
hurrah	0	0	0	0	1	0	1	0	0	0	Hurra
hurricane	0	0	0	1	0	1	0	0	0	0	huracán
bigot	1	0	1	1	0	1	0	0	0	0	intolerante
inhabiting	0	0	0	0	0	0	0	0	0	0	habitando
bigoted	1	0	1	1	0	1	0	1	0	0	intolerante
hurtful	1	0	1	1	0	1	0	1	0	0	hiriente
talkative	0	0	0	0	0	0	0	0	0	0	hablador
fanatic	0	0	0	0	0	1	0	0	0	0	fanático
hush	0	0	0	0	0	0	1	0	0	0	Cállate
cheat	1	0	1	0	0	1	0	0	0	0	hacer trampa
husk	0	0	0	0	0	0	0	0	0	0	cáscara
husky	0	0	0	0	0	0	0	0	0	0	fornido
hustle	0	0	0	0	0	0	0	0	0	0	ajetreo
hustler	0	0	0	0	0	1	0	0	0	0	estafador
hut	0	0	0	0	0	0	1	1	0	0	cabaña
hutch	0	0	0	0	0	0	0	0	0	0	conejera
hyacinth	0	0	0	0	0	0	0	0	0	0	jacinto
hybrid	0	0	0	0	0	0	0	0	0	0	híbrido
hydra	0	0	0	1	0	1	0	0	0	0	hidra
hydraulics	0	0	0	0	0	0	0	0	0	0	hidráulica
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hidrocefalia
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hidrodinámica
hydrogen	0	0	0	0	0	0	0	0	0	0	hidrógeno
hydrographic	0	0	0	0	0	0	0	0	0	0	hidrográfico
hydrology	0	0	0	0	0	0	0	0	0	0	hidrología
hygiene	0	0	0	0	0	0	0	0	0	0	higiene
hygienic	0	0	0	0	0	0	1	0	0	0	higiénico
hymn	0	1	0	0	1	0	1	1	0	1	himno
hype	0	1	0	0	0	1	0	0	0	0	bombo publicitario
hyperbole	0	0	0	0	0	1	0	0	0	0	hipérbole
hypertrophy	0	0	1	1	0	0	0	0	1	0	hipertrofia
hyphen	0	0	0	0	0	0	0	0	0	0	guión
hypnotic	0	0	0	0	0	0	0	0	0	0	hipnótico
hypnotized	0	0	0	0	0	0	0	0	0	0	hipnotizado
hypocrisy	0	0	0	0	0	1	0	0	0	0	hipocresía
zealot	0	0	0	0	0	0	0	0	0	0	fanático
mire	0	0	1	0	0	1	0	0	0	0	fango
hypothesis	0	1	0	0	0	0	0	0	1	0	hipótesis
hypothetical	0	0	0	0	0	0	0	0	0	0	hipotético
hysteria	0	0	0	1	0	1	0	0	0	0	histeria
hysterical	1	0	0	1	0	1	0	0	0	0	histérico
ice	0	0	0	0	0	0	0	0	0	0	hielo
iceberg	0	0	0	0	0	0	0	0	0	0	iceberg
icon	0	0	0	0	0	0	0	0	0	0	icono
iconic	0	0	0	0	0	0	0	0	0	0	icónico
iconography	0	0	0	0	0	0	0	0	0	0	iconografía
icy	0	0	0	0	0	0	0	0	0	0	glacial
nestle	0	0	0	0	0	0	1	0	0	1	hacerse un nido
idealism	0	0	0	0	0	0	1	0	0	0	idealismo
idealist	0	0	0	0	0	0	0	0	0	0	idealista
identical	0	0	0	0	0	0	0	0	0	0	idéntico
identically	0	0	0	0	0	0	0	0	0	0	idénticamente
identification	0	0	0	0	0	0	0	0	0	0	identificación
identify	0	0	0	0	0	0	0	0	0	0	identificar
identity	0	0	0	0	0	0	0	0	0	0	identidad
ideology	0	0	0	0	0	0	0	0	0	0	ideología
idiocy	1	0	1	0	0	1	0	1	0	0	idiotez
idiom	0	0	0	0	0	0	0	0	0	0	modismo
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomático
idiot	0	0	1	0	0	1	0	0	0	0	estúpido
idiotic	1	0	1	0	0	1	0	0	0	0	idiota
idle	0	0	0	0	0	0	0	0	0	0	inactivo
idleness	0	0	0	0	0	0	0	0	0	0	ociosidad
idler	0	0	0	0	0	1	0	0	0	0	ocioso
idol	0	0	0	0	0	0	1	0	0	0	ídolo
idolatry	0	0	1	1	0	1	0	0	0	0	idolatría
igloo	0	0	0	0	0	0	0	0	0	0	iglú
igneous	0	0	0	0	0	0	0	0	0	0	ígneo
ignite	0	0	0	0	0	0	0	0	0	0	encender
ignition	0	0	0	0	0	0	0	0	0	0	encendido
ignorance	0	0	0	0	0	1	0	0	0	0	ignorancia
ignorant	0	0	1	0	0	1	0	0	0	0	ignorante
campaigning	1	0	0	1	0	1	0	0	0	0	haciendo campaña
hereunto	0	0	0	0	0	0	0	0	0	0	hasta aquí
slush	0	0	1	0	0	1	0	0	1	0	fango
ghost	0	0	0	1	0	0	0	0	0	0	espíritu
illegality	1	0	1	1	0	1	0	0	0	0	ilegalidad
illegally	0	0	0	0	0	0	0	0	0	0	ilegalmente
illegible	0	0	0	0	0	1	0	0	0	0	ilegible
illegitimate	1	0	1	1	0	1	0	1	1	0	ilegítimo
illicit	1	0	1	1	0	1	0	0	0	0	ilícito
illiterate	0	0	1	0	0	1	0	0	0	0	analfabeto
phantom	0	0	0	1	0	1	0	0	0	0	fantasma
illogical	0	0	0	0	0	1	0	0	0	0	ilógico
beacon	0	0	0	0	0	0	0	0	0	0	faro
headlight	0	1	0	0	0	0	0	0	0	0	linterna
illuminator	0	0	0	0	0	0	0	0	0	0	iluminador
illusion	0	0	0	0	0	1	0	0	1	0	espejismo
illustrate	0	0	0	0	0	0	1	0	0	0	ilustrar
illustration	0	0	0	0	0	0	0	0	0	0	ilustración
illustrative	0	0	0	0	0	0	0	0	0	0	ilustrativo
illustrious	0	0	0	0	0	0	1	0	0	0	ilustre
image	0	0	0	0	0	0	0	0	0	0	imagen
imagery	0	0	0	0	0	0	0	0	0	0	imágenes
imaginary	0	0	0	0	0	0	0	0	0	0	imaginario
imagination	0	0	0	0	0	0	0	0	0	0	imaginación
imaginative	0	0	0	0	0	0	1	0	0	0	imaginativo
imagine	0	0	0	0	0	0	0	0	0	0	imaginar
imagined	0	0	0	0	0	0	0	0	0	0	imaginado
dome	0	0	0	0	0	0	0	0	0	0	Hazme
imam	0	0	0	0	0	0	0	0	0	0	imán
imbedded	0	0	0	0	0	0	0	0	0	0	incrustado
imitate	0	0	0	0	0	0	0	0	0	0	imitar
imitated	0	0	0	0	0	1	0	0	0	0	imitado
imitation	0	0	0	0	0	1	0	0	0	0	imitación
lighthouse	0	0	0	0	0	0	1	0	0	0	farol
immaterial	0	0	0	0	0	0	0	0	0	0	inmaterial
immature	0	1	0	0	0	1	0	0	0	0	inmaduro
immaturity	1	1	0	0	0	1	0	0	0	0	inmadurez
immeasurable	0	0	0	0	0	0	0	0	0	0	inconmensurable
immeasurably	0	0	0	0	0	0	0	0	0	0	inconmensurablemente
immediacy	0	0	0	0	0	0	0	0	1	0	inmediación
immediately	0	1	0	0	0	1	1	0	0	0	inmediatamente
immemorial	0	0	0	0	0	0	0	0	0	0	inmemorial
immense	0	0	0	0	0	0	1	0	0	0	inmenso
immerse	0	1	0	1	1	0	1	0	1	1	sumergirse
immersion	0	0	0	0	0	0	0	0	0	0	inmersión
immigrant	0	0	0	1	0	0	0	0	0	0	inmigrante
immigration	0	0	0	0	0	0	0	0	0	0	inmigración
charade	0	0	0	0	0	1	0	0	0	0	farsa
immoral	1	0	1	1	0	1	0	1	0	0	inmoral
immorality	1	0	1	0	0	1	0	0	0	0	inmoralidad
immortal	0	0	0	0	0	0	1	0	0	0	inmortal
immortality	0	1	0	0	0	0	0	0	0	0	inmortalidad
immovable	0	0	0	0	0	1	1	0	0	1	inamovible
immune	0	0	0	0	0	0	0	0	0	0	inmune
immunity	0	0	0	0	0	0	0	0	0	0	inmunidad
immunization	0	0	0	0	0	0	0	0	0	1	inmunización
immutable	0	0	0	0	0	0	0	0	0	0	inmutable
imp	0	0	0	0	0	0	0	0	0	0	diablillo
impact	0	0	0	0	0	0	0	0	0	0	impacto
impair	0	0	0	0	0	1	0	0	0	0	perjudicar
farce	0	0	0	0	0	1	0	0	0	0	farsa
impart	0	0	0	0	0	0	1	0	0	1	impartir
febrile	0	0	0	0	0	1	0	0	0	0	febril
impartiality	0	0	0	0	0	0	1	0	0	1	imparcialidad
impassable	0	0	0	0	0	1	0	0	0	0	infranqueable
impassioned	0	0	0	0	0	0	0	0	0	0	apasionado
impatience	0	0	0	0	0	1	0	0	0	0	impaciencia
impatient	0	1	0	0	0	1	0	0	0	0	impaciente
feverish	0	0	0	0	0	1	0	0	0	0	calentura
impeachment	0	0	0	0	0	1	0	0	0	0	el proceso de destitución
felicity	0	0	0	0	1	0	1	0	0	0	felicidad
impede	0	0	0	0	0	1	0	0	0	0	impedir
impediment	0	0	0	0	0	0	0	0	0	0	impedimento
impelled	0	0	0	0	0	0	0	0	0	0	impulsado
bliss	0	0	0	0	1	0	1	0	0	0	felicidad
impenetrable	0	0	0	0	0	0	0	0	0	1	impenetrable
imperative	0	0	0	0	0	0	0	0	0	0	imperativo
imperceptible	0	0	0	0	0	0	0	0	0	0	imperceptible
imperfection	0	0	0	0	0	1	0	0	0	0	imperfección
imperfectly	0	0	0	0	0	1	0	0	0	0	imperfectamente
imperial	0	0	0	0	0	0	0	0	0	0	imperial
happiness	0	1	0	0	1	0	1	0	0	0	alegría
impermissible	0	0	0	0	0	0	0	0	0	0	inadmisible
impersonal	0	0	0	0	0	0	0	0	0	0	impersonal
impersonate	0	0	0	0	0	1	0	0	0	0	personificar
impersonation	0	0	0	0	0	1	0	0	0	0	interpretación
ugly	0	0	1	0	0	1	0	0	0	0	feo
impetus	0	0	0	0	0	0	0	0	0	0	ímpetu
unsightly	0	0	1	0	0	1	0	0	0	0	feo
implant	0	0	0	0	0	0	0	0	0	0	implante
implantation	0	0	0	0	0	0	0	0	0	0	implantación
implanted	0	0	0	0	0	0	0	0	0	0	implantado
implement	0	0	0	0	0	0	0	0	0	0	implementar
implicate	1	0	0	0	0	1	0	0	0	0	implicar
implicated	0	0	0	0	0	0	0	0	0	0	implicado
implication	0	0	0	0	0	0	0	0	0	0	implicación
implied	0	0	0	0	0	0	0	0	0	0	implícito
implore	0	0	0	0	0	0	0	0	0	0	implorar
implosion	0	0	0	0	0	0	0	0	0	0	implosión
imply	0	0	0	0	0	0	0	0	0	0	implicar
impolite	0	0	1	0	0	1	0	0	0	0	descortés
import	0	0	0	0	0	0	0	0	0	0	importar
importance	0	1	0	0	0	0	1	0	0	0	importancia
assumed	0	0	0	0	0	0	0	0	0	0	asumido
importation	0	0	0	0	0	0	0	0	0	0	importación
impose	0	0	0	0	0	0	0	0	0	0	imponer
imposing	0	0	0	0	0	0	0	0	0	0	imponente
dummy	0	0	0	0	0	1	0	0	0	0	falso
impossibility	0	0	0	0	0	0	0	0	0	0	imposibilidad
impossible	0	0	0	0	0	1	0	1	0	0	imposible
fictitious	0	0	0	0	0	1	0	0	0	0	ficticio
faithful	0	0	0	0	0	0	1	0	0	1	fiel
trusty	0	0	0	0	0	0	1	0	0	0	confiable
impracticable	0	0	0	0	0	1	0	0	0	0	impracticable
impress	0	0	0	0	0	0	1	0	0	0	impresionar
impression	0	0	0	0	0	0	1	0	0	0	impresión
impressionable	0	0	0	0	0	0	0	0	0	1	impresionable
imprint	0	0	0	0	0	0	0	0	0	0	imprimir
imprison	0	0	0	0	0	1	0	0	0	0	encarcelar
imprisoned	1	0	1	1	0	1	0	1	0	0	encarcelado
fete	0	1	0	0	1	0	1	0	1	0	fiesta
improbable	0	0	0	0	0	0	0	0	0	0	improbable
impromptu	0	0	0	0	0	0	0	0	0	0	improvisado
impropriety	0	0	0	0	0	1	0	0	0	0	impropiedad
fiesta	0	1	0	0	1	0	1	0	1	1	fiesta
improved	0	0	0	0	0	0	1	0	0	0	mejorado
improvement	0	0	0	0	1	0	1	0	0	1	mejora
improving	0	0	0	0	0	0	1	0	0	0	mejorando
improvisation	0	0	0	0	0	0	0	0	1	0	improvisación
improvise	0	1	0	0	0	0	1	0	1	0	improvisar
improvised	0	0	0	0	0	0	0	0	0	0	improvisado
frolic	0	0	0	0	1	0	1	0	0	0	fiesta
impulse	0	0	0	0	0	0	0	0	0	0	impulso
impunity	0	0	0	0	0	0	0	0	0	0	impunidad
impure	0	0	1	0	0	1	0	0	0	0	impuro
impurity	0	0	1	0	0	1	0	0	0	0	impureza
imputation	0	0	0	0	0	1	0	0	0	0	imputación
holiday	0	1	0	0	1	0	1	0	0	0	vacaciones
inaccessible	0	0	0	0	0	1	0	0	0	0	inaccesible
party	0	0	0	0	0	0	0	0	0	0	fiesta
inaction	0	0	0	0	0	1	0	0	0	0	en acción
inactivate	0	0	0	0	0	0	0	0	0	0	inactivar
inactivation	0	0	0	0	0	0	0	0	0	0	inactivación
inactive	0	0	0	0	0	0	0	0	0	0	inactivo
inactivity	0	0	0	0	0	1	0	0	0	0	inactividad
feigned	0	0	0	0	0	1	0	0	0	0	fingido
pretended	0	0	0	0	0	1	0	0	0	0	fingido
inadmissible	1	0	1	0	0	1	0	0	0	0	inadmisible
inadvertent	0	0	0	0	0	0	0	0	0	0	inadvertido
inadvertently	0	0	0	0	0	0	0	0	0	0	por inadvertencia
inalienable	0	0	0	0	0	0	1	0	0	0	inalienable
inane	0	0	0	0	0	1	0	0	0	0	inane
inanimate	0	0	0	0	0	0	0	0	0	0	inanimado
inapplicable	0	0	0	0	0	1	0	0	0	0	inaplicable
adamant	0	0	0	0	0	0	0	0	0	0	inflexible
inattention	1	0	0	0	0	1	0	0	0	0	inatención
inaudible	0	0	0	0	0	1	0	0	0	0	inaudible
inaugural	0	1	0	0	0	0	0	0	0	0	inaugural
inaugurate	0	0	0	0	0	0	0	0	0	0	inaugurar
inauguration	0	1	0	0	1	0	1	0	0	1	inauguración
inborn	0	0	0	0	0	0	0	0	0	0	innato
inbred	0	0	0	0	0	0	0	0	0	0	innato
steady	0	0	0	0	0	0	0	0	1	1	estable
incandescent	0	0	0	0	0	0	0	0	0	0	incandescente
incapable	0	0	0	0	0	0	0	0	0	0	incapaz
staunch	0	0	0	0	0	0	1	0	0	0	constante
incarceration	1	0	1	1	0	1	0	1	0	0	encarcelamiento
steadfast	0	0	0	0	0	0	1	0	0	1	firme
incendiary	1	0	0	1	0	1	0	0	1	0	incendiario
incense	1	0	0	0	0	1	0	0	0	0	incienso
incentive	0	0	0	0	0	0	0	0	0	0	incentivo
physical	0	0	0	0	0	0	0	0	0	0	físico
incessant	0	0	0	0	0	1	0	0	0	0	incesante
physicist	0	0	0	0	0	0	0	0	0	1	físico
incest	1	0	1	1	0	1	0	1	0	0	incesto
incestuous	0	0	1	0	0	1	0	0	0	0	incestuoso
inch	0	0	0	0	0	0	0	0	0	0	pulgada
incidence	0	0	0	0	0	0	0	0	0	0	incidencia
incident	0	0	0	0	0	0	0	0	1	0	incidente
incidentally	0	0	0	0	0	0	0	0	0	0	de paso
incineration	0	0	0	0	0	1	0	0	0	0	incineración
incipient	0	0	0	0	0	0	0	0	0	0	incipiente
incision	0	0	0	0	0	0	0	0	0	0	incisión
incisive	0	0	0	0	0	0	1	0	0	0	incisivo
incite	1	1	0	1	0	1	0	0	0	0	incitar
incitement	0	0	0	0	0	0	0	0	0	0	incitación
inclement	0	0	0	0	0	1	0	0	0	0	inclemente
physique	0	0	0	0	0	0	1	0	0	0	cuerpo
flabby	0	0	1	0	0	1	0	0	0	0	flácido
inclined	0	0	0	0	0	0	0	0	0	0	inclinado
include	0	0	0	0	0	0	1	0	0	0	incluir
flaccid	0	0	0	0	0	1	0	1	0	0	flácido
flagging	0	0	0	0	0	1	0	0	0	0	desfalleciente
inclusion	0	0	0	0	0	0	0	0	0	1	inclusión
inclusive	0	0	0	0	0	0	1	0	0	0	inclusivo
incognito	0	0	0	0	0	0	0	0	0	0	incógnito
incoherent	0	0	0	0	0	1	0	0	0	0	incoherente
income	0	1	0	0	1	1	1	1	0	1	ingreso
incoming	0	0	0	0	0	0	0	0	0	0	entrante
incompatible	1	0	1	0	0	1	0	1	0	0	incompatible
incompetence	0	0	0	0	0	1	0	0	0	0	incompetencia
incompetent	1	0	0	0	0	1	0	1	0	0	incompetente
incompletely	0	0	0	0	0	0	0	0	0	0	incompletamente
incompleteness	0	0	0	0	0	1	0	0	0	0	incompletitud
incomprehensible	0	0	0	0	0	1	0	0	0	0	incomprensible
inconclusive	0	0	0	0	0	0	0	0	0	0	poco concluyente
incongruous	1	0	0	0	0	1	0	0	0	0	incongruente
inconsequential	0	0	0	0	0	1	0	1	0	0	inconsecuente
lax	0	0	0	0	0	1	0	1	0	0	laxo
inconsistency	0	0	0	0	0	1	0	0	0	0	inconsecuencia
inconspicuous	0	0	0	0	0	0	0	0	0	0	discreto
incontinence	0	0	0	0	0	0	0	0	1	0	incontinencia
inconvenient	1	0	1	0	0	1	0	1	0	0	inconveniente
incorporate	0	0	0	0	0	0	0	0	0	0	incorporar
incorporation	0	0	0	0	0	0	0	0	0	0	incorporación
slack	0	0	0	0	0	1	0	0	0	0	flojo
blossom	0	0	0	0	1	0	1	0	0	0	florecer
increased	0	0	0	0	0	0	0	0	0	0	aumentó
incredulous	1	0	1	0	0	1	0	0	0	0	incrédulo
increment	0	0	0	0	0	0	0	0	0	0	incremento
incrimination	0	0	0	1	0	1	0	1	0	0	incriminación
incubation	0	0	0	0	0	0	0	0	0	0	incubación
incubus	0	0	1	1	0	1	0	0	0	0	íncubo
incur	0	0	0	0	0	1	0	0	0	0	incurrir en
incurable	1	0	1	1	0	1	0	1	0	0	incurable
bloom	0	1	0	0	1	0	1	0	0	1	florecimiento 
indebted	0	0	0	0	0	0	0	0	0	0	endeudado
indecency	1	0	1	0	0	0	0	0	0	0	indecencia
indecent	0	0	1	0	0	1	0	0	0	0	indecente
indecision	0	0	0	0	0	1	0	0	0	0	indecisión
flowery	0	0	0	0	0	0	1	0	0	0	florido
indefensible	0	0	0	1	0	1	0	0	0	0	indefendible
indelible	0	0	0	0	0	0	1	0	0	1	indeleble
indemnification	0	0	0	0	0	0	0	0	0	0	indemnización
indemnify	0	0	0	0	0	1	0	0	0	0	indemnizar
indemnity	0	0	0	0	0	0	1	0	0	1	indemnidad
